Citrullus_nad4L	Citrullus	100.000	303	0	0	1	303	366432	366130	1.10e-159	560
Citrullus_nad4L	Citrullus	100.000	303	0	0	1	303	366432	366130	1.10e-159	560
Citrullus_nad4L	Vitis	99.340	303	2	0	1	303	274032	274334	2.37e-156	549
Citrullus_nad4L	Vitis	99.340	303	2	0	1	303	274032	274334	2.37e-156	549
Citrullus_nad4L	Ricinus	99.003	301	3	0	3	303	229724	230024	1.43e-153	540
Citrullus_nad4L	Ricinus	99.003	301	3	0	3	303	229724	230024	1.43e-153	540
Citrullus_nad4L	Cucurbita	98.350	303	5	0	1	303	470643	470945	2.39e-151	532
Citrullus_nad4L	Cucurbita	98.350	303	5	0	1	303	470643	470945	2.39e-151	532
Citrullus_nad4L	Brassica	98.339	301	5	0	3	303	42422	42122	3.09e-150	529
Citrullus_nad4L	Brassica	98.339	301	5	0	3	303	42422	42122	3.09e-150	529
Citrullus_nad4L	Solanum	98.007	301	6	0	3	303	128418	128118	1.44e-148	523
Citrullus_nad4L	Nicotiana	98.007	301	6	0	3	303	114938	114638	1.44e-148	523
Citrullus_nad4L	Solanum	98.007	301	6	0	3	303	128418	128118	1.44e-148	523
Citrullus_nad4L	Nicotiana	98.007	301	6	0	3	303	114938	114638	1.44e-148	523
Citrullus_nad4L	Carica	97.690	303	7	0	1	303	291049	290747	5.17e-148	521
Citrullus_nad4L	Carica	97.690	303	7	0	1	303	291049	290747	5.17e-148	521
Citrullus_nad4L	Arabidopsis	97.674	301	7	0	3	303	189229	188929	6.69e-147	518
Citrullus_nad4L	Arabidopsis	97.674	301	7	0	3	303	189229	188929	6.69e-147	518
Citrullus_nad4L	Tripsacum	95.380	303	14	0	1	303	326026	325724	2.44e-136	483
Citrullus_nad4L	Sorghum	95.380	303	14	0	1	303	310260	310562	2.44e-136	483
Citrullus_nad4L	Oryza_japonica	95.380	303	14	0	1	303	299790	300092	2.44e-136	483
Citrullus_nad4L	Oryza_indica	95.380	303	14	0	1	303	299790	300092	2.44e-136	483
Citrullus_nad4L	Tripsacum	95.380	303	14	0	1	303	326026	325724	2.44e-136	483
Citrullus_nad4L	Sorghum	95.380	303	14	0	1	303	310260	310562	2.44e-136	483
Citrullus_nad4L	Oryza_japonica	95.380	303	14	0	1	303	299790	300092	2.44e-136	483
Citrullus_nad4L	Oryza_indica	95.380	303	14	0	1	303	299790	300092	2.44e-136	483
Citrullus_nad4L	Beta_CMS	95.380	303	14	0	1	303	178270	177968	2.44e-136	483
Citrullus_nad4L	Beta	95.380	303	14	0	1	303	55605	55303	2.44e-136	483
Citrullus_nad4L	Beta	95.380	303	14	0	1	303	55605	55303	2.44e-136	483
Citrullus_nad4L	Beta_CMS	95.380	303	14	0	1	303	178270	177968	2.44e-136	483
Citrullus_nad4L	Zea_perennis	95.050	303	15	0	1	303	141863	142165	1.14e-134	477
Citrullus_nad4L	Zea_mays_mays	95.050	303	15	0	1	303	26910	27212	1.14e-134	477
Citrullus_nad4L	Zea_luxurians	95.050	303	15	0	1	303	119552	119854	1.14e-134	477
Citrullus_nad4L	Triticum	95.050	303	15	0	1	303	421931	421629	1.14e-134	477
Citrullus_nad4L	Silene_latifolia	95.050	303	15	0	1	303	230434	230132	1.14e-134	477
Citrullus_nad4L	Zea_perennis	95.050	303	15	0	1	303	141863	142165	1.14e-134	477
Citrullus_nad4L	Zea_mays_mays	95.050	303	15	0	1	303	26910	27212	1.14e-134	477
Citrullus_nad4L	Zea_luxurians	95.050	303	15	0	1	303	119552	119854	1.14e-134	477
Citrullus_nad4L	Triticum	95.050	303	15	0	1	303	421931	421629	1.14e-134	477
Citrullus_nad4L	Silene_latifolia	95.050	303	15	0	1	303	230434	230132	1.14e-134	477
Citrullus_nad4L	bambusa_oldhamii	95.050	303	15	0	1	303	315443	315141	1.14e-134	477
Citrullus_nad4L	bambusa_oldhamii	94.000	100	6	0	64	163	446134	446233	7.82e-37	152
Citrullus_nad4L	bambusa_oldhamii	95.050	303	15	0	1	303	315443	315141	1.14e-134	477
Citrullus_nad4L	bambusa_oldhamii	94.000	100	6	0	64	163	446134	446233	7.82e-37	152
Citrullus_nad4L	Zea_mays_parviglumis	94.719	303	16	0	1	303	170854	171156	5.29e-133	472
Citrullus_nad4L	Zea_mays_parviglumis	94.719	303	16	0	1	303	170854	171156	5.29e-133	472
