# blastn
# Iteration: 0
# Query: Citrullus_nad4L
# RID: 5D0PW2U3014
# Database: nt_v5
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 129 hits found
Citrullus_nad4L	GQ856147.1	100.000	303	0	0	1	303	366432	366130	9.27e-152	547
Citrullus_nad4L	LR738918.1	99.340	303	2	0	1	303	511742	511440	4.80e-149	538
Citrullus_nad4L	LR738918.1	97.436	39	1	0	258	296	753962	754000	8.19e-07	67.1
Citrullus_nad4L	MN017226.1	99.340	303	2	0	1	303	222668	222970	4.80e-149	538
Citrullus_nad4L	MH716014.1	99.340	303	2	0	1	303	106716	107018	4.80e-149	538
Citrullus_nad4L	MH716014.1	99.340	303	2	0	1	303	168647	168345	4.80e-149	538
Citrullus_nad4L	KU187967.1	99.340	303	2	0	1	303	259155	259457	4.80e-149	538
Citrullus_nad4L	HQ860792.1	99.340	303	2	0	1	303	1471307	1471609	4.80e-149	538
Citrullus_nad4L	GQ220325.1	99.340	303	2	0	1	303	7712	8014	4.80e-149	538
Citrullus_nad4L	FM179380.1	99.340	303	2	0	1	303	274032	274334	4.80e-149	538
Citrullus_nad4L	FM179380.1	97.436	39	1	0	258	296	772173	772211	8.19e-07	67.1
Citrullus_nad4L	AM437979.2	99.340	303	2	0	1	303	11974	12276	4.80e-149	538
Citrullus_nad4L	AP014526.1	99.336	301	2	0	3	303	13208	13508	5.85e-148	535
Citrullus_nad4L	AP014526.1	99.336	301	2	0	3	303	1312653	1312353	5.85e-148	535
Citrullus_nad4L	AP014526.1	82.927	41	7	0	91	131	1013055	1013015	9.3	43.7
Citrullus_nad4L	MN661146.1	99.010	303	3	0	1	303	200527	200225	2.04e-147	534
Citrullus_nad4L	MK333231.1	99.010	303	3	0	1	303	518388	518086	2.04e-147	534
Citrullus_nad4L	MK333231.1	94.737	57	1	1	100	156	203997	203943	2.50e-13	87.8
Citrullus_nad4L	MK333231.1	94.595	37	2	0	75	111	454110	454146	1.21e-04	59.0
Citrullus_nad4L	MK431826.1	99.010	303	3	0	1	303	352575	352877	2.04e-147	534
Citrullus_nad4L	AP014717.1	99.010	303	3	0	1	303	397358	397660	2.04e-147	534
Citrullus_nad4L	NC_045135.1	99.010	303	3	0	1	303	359158	359460	2.04e-147	534
Citrullus_nad4L	NC_045040.1	99.010	303	3	0	1	303	395218	394916	2.04e-147	534
Citrullus_nad4L	NC_045039.1	99.010	303	3	0	1	303	513	815	2.04e-147	534
Citrullus_nad4L	MK176514.1	99.010	303	3	0	1	303	359158	359460	2.04e-147	534
Citrullus_nad4L	MN017229.1	99.010	303	3	0	1	303	395218	394916	2.04e-147	534
Citrullus_nad4L	MN017228.1	99.010	303	3	0	1	303	513	815	2.04e-147	534
Citrullus_nad4L	NC_042756.1	99.010	303	3	0	1	303	313878	314180	2.04e-147	534
Citrullus_nad4L	NC_042406.1	99.010	303	3	0	1	303	238329	238631	2.04e-147	534
Citrullus_nad4L	NC_042378.1	99.010	303	3	0	1	303	313882	314184	2.04e-147	534
Citrullus_nad4L	CP039346.1	99.010	303	3	0	1	303	57965381	57965683	2.04e-147	534
Citrullus_nad4L	CP039346.1	94.118	51	1	2	3	52	57971526	57971575	1.93e-08	72.5
Citrullus_nad4L	MK820672.1	99.010	303	3	0	1	303	313882	314184	2.04e-147	534
Citrullus_nad4L	MK759657.1	99.010	303	3	0	1	303	238329	238631	2.04e-147	534
Citrullus_nad4L	MK642355.1	99.010	303	3	0	1	303	313878	314180	2.04e-147	534
Citrullus_nad4L	NC_039768.1	99.010	303	3	0	1	303	145786	146088	2.04e-147	534
Citrullus_nad4L	NC_039768.1	99.010	303	3	0	1	303	206207	205905	2.04e-147	534
Citrullus_nad4L	NC_039768.1	98.658	149	2	0	155	303	45163	45311	1.92e-65	260
Citrullus_nad4L	NC_039757.1	99.010	303	3	0	1	303	164942	164640	2.04e-147	534
Citrullus_nad4L	NC_039596.1	99.010	303	3	0	1	303	109987	109685	2.04e-147	534
Citrullus_nad4L	MF955859.1	99.010	303	3	0	1	303	145786	146088	2.04e-147	534
Citrullus_nad4L	MF955859.1	99.010	303	3	0	1	303	206207	205905	2.04e-147	534
Citrullus_nad4L	MF955859.1	98.658	149	2	0	155	303	45163	45311	1.92e-65	260
Citrullus_nad4L	MH004292.1	99.010	303	3	0	1	303	164942	164640	2.04e-147	534
Citrullus_nad4L	MG757109.1	99.010	303	3	0	1	303	109987	109685	2.04e-147	534
Citrullus_nad4L	MG947207.1	99.010	303	3	0	1	303	2686591	2686893	2.04e-147	534
Citrullus_nad4L	NC_038221.1	99.010	303	3	0	1	303	88852	88550	2.04e-147	534
Citrullus_nad4L	NC_038053.1	99.010	303	3	0	1	303	382012	381710	2.04e-147	534
Citrullus_nad4L	NC_038053.1	99.010	303	3	0	1	303	499847	499545	2.04e-147	534
Citrullus_nad4L	MF358694.1	99.010	303	3	0	1	303	88852	88550	2.04e-147	534
Citrullus_nad4L	MF358693.1	99.010	303	3	0	1	303	382012	381710	2.04e-147	534
Citrullus_nad4L	MF358693.1	99.010	303	3	0	1	303	499847	499545	2.04e-147	534
Citrullus_nad4L	MG457287.1	99.010	303	3	0	1	303	1	303	2.04e-147	534
Citrullus_nad4L	MG457285.1	99.010	303	3	0	1	303	1	303	2.04e-147	534
Citrullus_nad4L	KX887330.1	99.010	303	3	0	1	303	268026	268328	2.04e-147	534
Citrullus_nad4L	KX063855.1	99.010	303	3	0	1	303	87446	87748	2.04e-147	534
Citrullus_nad4L	KR610474.1	99.010	303	3	0	1	303	74930	75232	2.04e-147	534
Citrullus_nad4L	AP014716.1	99.010	303	3	0	1	303	395639	395941	2.04e-147	534
Citrullus_nad4L	KT179514.1	99.010	303	3	0	1	303	1	303	2.04e-147	534
